Title	Link	Date	FR_Cit	n_pg	n_hit	n_lives*	n_sheep	n_cattle	n_trampl*	n_graz*	n_sediment*	n_water_qual	Species	Orig_URL	Doc_Type
Endangered Status for 16 Species and Threatened Status for 7 Species in Micronesia; Final Rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2015-24443.pdf' target='_blank'>Link</a>	10/1/15	80 FR 59423 59497	75	81	1	0	10	14	54	1	1	Bulbophyllum guamense; Cycas micronesica; Dendrobium guamense; Emballonura semicaudata rotensis; Emoia slevini; Eugenia bryanii; Hedyotis megalantha; Heritiera longipetiolata; Hypolimnas octocula marianensis; Ischnura luta; Maesa walkeri; Nervilia jacksoniae; Partula gibba; Partula langfordi; Partula radiolata; Phyllanthus saffordii; Psychotria malaspinae; Samoana fragilis; Solanum guamense; Tabernaemontana rotensis; Tinospora homosepala; Tuberolabium guamense; Vagrans egistina	<a href='http://www.gpo.gov/fdsys/pkg/FR-2015-10-01/pdf/2015-24443.pdf' target='_blank'>FWS Link</a>	NA
Threatened Species Status for Black Pinesnake With 4(d) Rule; Final Rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2015-25270.pdf' target='_blank'>Link</a>	10/6/15	80 FR 60467 60489	23	21	0	0	0	0	20	0	1	Pituophis melanoleucus lodingi	<a href='http://www.gpo.gov/fdsys/pkg/FR-2015-10-06/pdf/2015-25270.pdf' target='_blank'>FWS Link</a>	NA
Endangered Species Status for Trichomanes punctatum ssp. floridanum (Florida Bristle Fern); Final Rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2015-25299.pdf' target='_blank'>Link</a>	10/6/15	80 FR 60439 60465	27	24	1	0	3	0	19	1	0	Trichomanes punctatum ssp. floridanum	<a href='http://www.gpo.gov/fdsys/pkg/FR-2015-10-06/pdf/2015-25299.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Reclassifying the Columbian White-Tailed Deer From Endangered to Threatened With a Rule Under Section 4(d) of the Act	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2015-25260.pdf' target='_blank'>Link</a>	10/8/15	80 FR 60850 60871	22	25	2	1	2	1	18	0	1	Odocoileus virginianus leucurus	<a href='http://www.gpo.gov/fdsys/pkg/FR-2015-10-08/pdf/2015-25260.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Initiation of a 5-Year Review of the Polar Bear	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2015-25977.pdf' target='_blank'>Link</a>	10/13/15	80 FR 61443	1	1	0	0	0	0	1	0	0	Ursus maritimus	<a href='http://www.gpo.gov/fdsys/pkg/FR-2015-10-13/pdf/2015-25977.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Gila Chub Draft Recovery Plan  Notice of availability; request for comment.	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2015-27259.pdf' target='_blank'>Link</a>	10/27/15	80 FR 65793 65795	3	1	0	0	0	0	1	0	0	Gila intermedia	<a href='http://www.gpo.gov/fdsys/pkg/FR-2015-10-27/pdf/2015-27259.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Initiation of 5-Year Status Reviews of One Listed Animal and Five Listed Plant Species	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2015-31725.pdf' target='_blank'>Link</a>	12/17/15	80 FR 78751	2	2	0	0	0	0	2	0	0	Erythronium propullans; Gammarus acherondytes; Lespedeza leptostachya; Mimulus michiganensis; Platanthera praeclara; Trifolium stoloniferum	<a href='http://www.gpo.gov/fdsys/pkg/FR-2015-12-17/pdf/2015-31725.pdf' target='_blank'>FWS Link</a>	NA
Review of Native Species That Are Candidates for Listing as Endangered or Threatened; Annual Notice of Findings on Resubmitted Petitions; Annual Description of Progress on Listing Actions	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2015-32284.pdf' target='_blank'>Link</a>	10/26/11	NA	32	33	2	1	0	2	25	2	1	Gopherus polyphemus; Hypomesus transpacificus; Sclerocactus brevispinus; Ursus arctos horribilis	<a href='http://www.gpo.gov/fdsys/pkg/FR-2015-12-24/pdf/2015-32284.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Wildlife and Plants; Initiation of 5-Year Status Reviews of 76 Species in Hawaii, Oregon, Washington, Montana, and Idaho"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-02895.pdf' target='_blank'>Link</a>	2/12/16	81 FR 7571	3	2	0	0	0	0	2	0	0	Abutilon eremitopetalum; Argyroxiphium sandwicense ssp. macrocephalum; Bidens micrantha ssp. kalealaha; Bidens wiebkei; Brighamia rockii; Canavalia molokaiensis; Catostomus warnerensis; Clermontia oblongifolia ssp. brevipes; Clermontia oblongifolia ssp. mauiensis; Clermontia samuelii; Cyanea copelandii ssp. haleakalaensis; Cyanea dunbarii; Cyanea glabra; Cyanea hamatiflora ssp. hamatiflora; Cyanea lobata; Cyanea macrostegia ssp. gibsonii; Cyanea magnicalyx; Cyanea mannii; Cyanea mceldowneyi; Cyanea procera; Cyrtandra munroi; Drosophila differens; Drosophila neoclavisetae; Dubautia plantaginea ssp. humilis; Erigeron decumbens; Geranium arboreum; Geranium multiflorum; Gouania hillebrandii; Hedyotis mannii; Hedyotis schlechtendahliana var. remyi; Hemignathus hanapepe; Hibiscus arnottianus ssp. immaculatus; Kokia cookei; Labordia tinifolia var. lanaiensis; Labordia triflora; Lanx sp.; Lipochaeta kamolensis; Loxops ochraceus; Lupinus sulphureus ssp. kincaidii; Lysimachia lydgatei; Lysimachia maxima; Megalagrion nesiotes; Melamprosops phaeosoma; Melicope adscendens; Melicope balloui; Melicope knudsenii; Melicope mucronulata; Melicope munroi; Melicope ovalis; Myadestes lanaiensis rutha; Neraudia sericea; Palmeria dolei; Paroreomyza flammea; Phyllostegia glabra var. lanaiensis; Phyllostegia hispida; Phyllostegia mannii; Plagiobothrys hirtus; Pritchardia munroi; Pseudonestor xanthophrys; Pterodroma sandwichensis; Puffinus auricularis newelli; Pyrgulopsis bruneauensis; Remya mauiensis; Santalum haleakalae var. lanaiense; Schiedea haleakalensis; Schiedea lydgatei; Schiedea sarmentosa; Silene alexandri; Silene spaldingii; Stenogyne bifida; Taylorconcha serpenticola; Tetramolopium capillare; Tetramolopium remyi; Tetramolopium rockii; Urocitellus brunneus; Viola lanaiensis	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-02-12/pdf/2016-02895.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife; Technical Corrections for Eight Wildlife Species on the List of Endangered and Threatened Wildlife	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-03256.pdf' target='_blank'>Link</a>	2/17/16	81 FR 8004	4	2	0	0	0	0	2	0	0	Akialoa stejnegeri; Chasiempis ibidis; Hemignathus affinis; Hemignathus hanapepe; Hemignathus wilsoni; Loxops coccineus; Loxops ochraceus; Puffinus auricularis newelli	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-02-17/pdf/2016-03256.pdf' target='_blank'>FWS Link</a>	NA
Final Rule: Reclassifying Hesperocyparis abramsiana (=Cupressus abramsiana) as Threatened	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-03296.pdf' target='_blank'>Link</a>	2/19/16	81 FR 8408 8418	11	8	0	0	0	0	8	0	0	Cupressus abramsiana	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-02-19/pdf/2016-03296.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Draft Recovery Plan for Lilaeopsis schaffneriana ssp. recurva (Huachuca Water Umbel)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-05083.pdf' target='_blank'>Link</a>	3/8/16	81 FR 12115	2	5	2	0	0	0	2	1	0	Lilaeopsis schaffneriana var. recurva	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-03-08/pdf/2016-05083.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Draft Recovery Plan for the Gulf of Maine Distinct Population Segment of Atlantic Salmon	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-07227.pdf' target='_blank'>Link</a>	3/31/16	81 FR 18639	4	5	0	1	0	0	2	0	2	Salmo salar	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-03-31/pdf/2016-07227.pdf' target='_blank'>FWS Link</a>	NA
Final Rule To List Eleven Distinct Population Segments of the Green Sea Turtle (Chelonia mydas) as Endangered or Threatened and Revision of Current Listings Under the Endangered Species Act; Final Rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-07587.pdf' target='_blank'>Link</a>	4/6/16	81 FR 20057 20090	34	32	0	0	0	0	26	5	1	Chelonia mydas	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-04-06/pdf/2016-07587.pdf' target='_blank'>FWS Link</a>	NA
Threatened Species Status for the Big Sandy Crayfish and Endangered Species Status for the Guyandotte River Crayfish; Final Rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-07744.pdf' target='_blank'>Link</a>	4/7/16	81 FR 20449 20481	33	60	0	0	0	0	26	21	13	Cambarus callainus; Cambarus veteranus	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-04-07/pdf/2016-07744.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Draft Recovery Plan for Preble's Meadow Jumping Mouse  Notice of document availability for review and comment.	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-08241.pdf' target='_blank'>Link</a>	4/11/16	81 FR 21374	1	1	0	0	0	0	1	0	0	Zapus hudsonius preblei	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-04-11/pdf/2016-08241.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Draft Recovery Plan for Winkler Cactus and San Rafael Cactus	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-10517.pdf' target='_blank'>Link</a>	5/5/16	81 FR 27166 27167	2	3	1	1	0	0	1	0	0	Pediocactus despainii; Pediocactus winkleri	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-05-05/pdf/2016-10517.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife; Technical Corrections for Eight Wildlife Species on the List of Endangered and Threatened Wildlife	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-11039.pdf' target='_blank'>Link</a>	2/17/16	81 FR 8004	2	1	0	0	0	0	1	0	0	Puffinus auricularis newelli	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-05-11/pdf/2016-11039.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Initiation of a 5-Year Review of the Eskimo Curlew	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-12079.pdf' target='_blank'>Link</a>	5/23/16	81 FR 32342 32343	2	2	0	0	0	0	2	0	0	Numenius borealis	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-05-23/pdf/2016-12079.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; 90-Day Findings on Two Petitions	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-13120.pdf' target='_blank'>Link</a>	6/3/16	81 FR 35698 35701	4	3	0	0	0	0	3	0	0	Dendroica chrysoparia	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-06-03/pdf/2016-13120.pdf' target='_blank'>FWS Link</a>	NA
Threatened Species Status for the Elfin-Woods Warbler With 4(d) Rule; Final rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-14540.pdf' target='_blank'>Link</a>	6/22/16	81 FR 40534 40547	14	16	2	0	0	0	13	0	1	Setophaga angelae	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-06-22/pdf/2016-14540.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Removing Eastern Puma (=Cougar) From the Federal List of Endangered and Threatened Wildlife	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-15227.pdf' target='_blank'>Link</a>	6/28/16	81 FR 41925 41926	2	1	0	0	0	0	1	0	0	Puma (=Felis) concolor couguar	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-06-28/pdf/2016-15227.pdf' target='_blank'>FWS Link</a>	NA
"Final Rule: Removing the San Miguel Island Fox, Santa Rosa Island Fox, and Santa Cruz Island Fox From the Federal List of Endangered and Threatened Wildlife, and Reclassifying the Santa Catalina Island Fox From Endangered to Threatened"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-18778.pdf' target='_blank'>Link</a>	8/12/16	81 FR 53315 53333	19	18	0	1	1	0	15	1	0	Urocyon littoralis catalinae	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-08-12/pdf/2016-18778.pdf' target='_blank'>FWS Link</a>	NA
Threatened Status for Lepidium papilliferum (Slickspot Peppergrass) Throughout Its Range; Final Rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-19528.pdf' target='_blank'>Link</a>	8/17/16	81 FR 55057 55084	28	35	6	0	1	2	25	1	0	Lepidium papilliferum	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-08-17/pdf/2016-19528.pdf' target='_blank'>FWS Link</a>	NA
Threatened Species Status for Platanthera integrilabia (White Fringeless Orchid); Final rule.	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-21954.pdf' target='_blank'>Link</a>	9/13/16	81 FR 62826 62833	8	5	0	0	0	0	5	0	0	Platanthera integrilabia	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-09-13/pdf/2016-21954.pdf' target='_blank'>FWS Link</a>	NA
Endangered Status for Five Species From American Samoa; Final Rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-22276.pdf' target='_blank'>Link</a>	9/22/16	81 FR 65465 65508	44	41	0	0	2	2	37	0	0	Emballonura semicaudata semicaudata; Eua zebrina; Gallicolumba stairi; Gymnomyza samoensis; Ostodes strigatus	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-09-22/pdf/2016-22276.pdf' target='_blank'>FWS Link</a>	NA
"Endangered Species Status for Chamaecrista lineata var. keyensis (Big Pine Partridge Pea), Chamaesyce deltoidea ssp. serpyllum (Wedge Spurge), and Linum arenicola  (Sand Flax), and Threatened Species Status for Argythamnia blodgettii (Blodgett's Silverbush)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-23546.pdf' target='_blank'>Link</a>	9/29/16	81 FR 66842 66865	24	23	0	0	0	0	21	2	0	Argythamnia blodgettii; Chamaecrista lineata keyensis; Chamaesyce deltoidea serpyllum; Linum arenicola	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-09-29/pdf/2016-23546.pdf' target='_blank'>FWS Link</a>	NA
Threatened Species Status for Kentucky Arrow Darter With 4(d) Rule; Final rule.	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-23545.pdf' target='_blank'>Link</a>	10/5/16	81 FR 68963 68985	23	38	0	0	0	0	20	11	7	Etheostoma spilotum	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-10-05/pdf/2016-23545.pdf' target='_blank'>FWS Link</a>	NA
Endangered Species Status for the Miami Tiger Beetle (Cicindelidia floridana); Final rule.	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-23945.pdf' target='_blank'>Link</a>	10/5/16	81 FR 68985 69007	23	27	1	0	1	2	21	2	0	Cicindelidia floridana	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-10-05/pdf/2016-23945.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Reclassifying the Columbia River Distinct Population Segment of the Columbian White-Tailed Deer as Threatened With a Rule Under Section 4(d) of the Act	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-24790.pdf' target='_blank'>Link</a>	10/17/16	81 FR 71386	25	26	2	2	2	0	20	0	0	Odocoileus virginianus leucurus	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-10-17/pdf/2016-24790.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Technical/Agency Draft Recovery Plan for the Chucky Madtom	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-26330.pdf' target='_blank'>Link</a>	11/1/16	81 FR 75837	2	3	0	0	0	0	1	0	2	Noturus crypticus	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-11-01/pdf/2016-26330.pdf' target='_blank'>FWS Link</a>	NA
Adding Ten Species and Updating Five Species on the List of Endangered and Threatened Wildlife; Final rule.	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-26241.pdf' target='_blank'>Link</a>	11/2/16	81 FR 76311 76314	4	1	0	0	0	0	1	0	0	Eubalaena glacialis; Oncorhynchus (=Salmo) kisutch; Sebastes pinniger; Sebastes ruberrimus	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-11-02/pdf/2016-26241.pdf' target='_blank'>FWS Link</a>	NA
Review of Native Species That Are Candidates for Listing as Endangered or Threatened; Annual Notification of Findings on Resubmitted Petitions; Annual Description of Progress on Listing Actions	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/2016-28817.pdf' target='_blank'>Link</a>	12/2/16	NA	27	31	2	1	0	2	21	3	2	Gopherus polyphemus; Hypomesus transpacificus; Sclerocactus brevispinus; Ursus arctos horribilis	<a href='http://www.gpo.gov/fdsys/pkg/FR-2016-12-02/pdf/2016-28817.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Species: Threatened Status for Ozette Lake Sockeye Salmon in Washington	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=1999andfederalRegister.page=14529andpublication=FR.pdf' target='_blank'>Link</a>	3/25/99	64 FR 14529 14517	9	9	1	0	0	0	8	0	0	Oncorhynchus (=Salmo) nerka	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=1999&federalRegister.page=14529&publication=FR' target='_blank'>FWS Link</a>	NA
"Notice of Application to Amend an Endangered Species Act Incidental Take Permit to Include Canada Lynx and Puget Sound/Coastal Bull Trout on the Plum Creek Timber Company Permit for Timber Harvest in the State of Washington, and to Issue an Incidental Take Permit for Middle Columbia River Steelhead, and Puget Sound Chinook to Plum Creek Timber Company in the State of Washington."	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=1999andfederalRegister.page=34216andpublication=FR.pdf' target='_blank'>Link</a>	6/25/99	64 FR 34216 34217	2	2	0	0	0	0	2	0	0	Lynx canadensis; Salvelinus confluentus	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=1999&federalRegister.page=34216&publication=FR' target='_blank'>FWS Link</a>	NA
"Availability of an Environmental Action Statement and Receipt of   an Application for a Permit to Enhance the Survival of Hawaiian Goose or Nene Through a Safe Harbor Agreement for Reintroduction of the Species to Puu O Hoku Ranch, Molokai"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=24222andpublication=FR.pdf' target='_blank'>Link</a>	4/25/00	65 FR 24222 24223	2	3	0	0	1	0	2	0	0	Branta (=Nesochen) sandvicensis; Dendroica chrysoparia; Vireo atricapilla	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=24222&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; 90-Day Finding for a Petition To Revise Critical Habitat for the Cape Sable Seaside Sparrow	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=42316andpublication=FR.pdf' target='_blank'>Link</a>	7/10/00	65 FR 42316 42318	3	1	0	0	0	0	1	0	0	Ammodramus maritimus mirabilis	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=42316&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Final Rule To List the Short-Tailed Albatross as Endangered in the United States	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=46643andpublication=FR.pdf' target='_blank'>Link</a>	7/31/00	65 FR 46643 46654	12	11	0	0	0	0	11	0	0	Phoebastria (=Diomedea) albatrus	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=46643&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered Species; Establishment of Manatee Protection Areas	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=53222andpublication=FR.pdf' target='_blank'>Link</a>	9/1/00	65 FR 53222 53223	2	1	0	0	0	0	1	0	0	Trichechus manatus	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=53222&publication=FR' target='_blank'>FWS Link</a>	NA
Final Rule To List the Santa Barbara County Distinct Population of the California Tiger Salamander as Endangered	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=57242andpublication=FR.pdf' target='_blank'>Link</a>	9/21/00	65 FR 57242 57264	24	30	2	1	2	1	22	1	1	Ambystoma californiense	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=57242&publication=FR' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Wildlife and Plants; 12-Month Finding for a Petition To Revise Critical Habitat for Alabama Beach Mouse, Perdido Key Beach Mouse, and Choctawhatchee Beach Mouse"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=57800andpublication=FR.pdf' target='_blank'>Link</a>	9/26/00	65 FR 57800 57802	3	3	0	0	0	0	3	0	0	Peromyscus polionotus allophrys; Peromyscus polionotus ammobates; Peromyscus polionotus trissyllepsis	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=57800&publication=FR' target='_blank'>FWS Link</a>	NA
90-Day Finding on a Petition To List the Mountain Yellow-legged Frog as Endangered	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=60603andpublication=FR.pdf' target='_blank'>Link</a>	10/12/00	65 FR 60603 60605	3	8	3	0	0	1	3	1	0	Rana muscosa	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=60603&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants: 90-day Finding on a Petition To List the Yosemite Toad as Endangered	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=60607andpublication=FR.pdf' target='_blank'>Link</a>	10/12/00	65 FR 60607 60609	3	4	2	0	0	0	2	0	0	Anaxyrus canorus	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=60607&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Establishment of a Nonessential Experimental Population of Black-Footed Ferrets in North-Central South Dakota	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=60879andpublication=FR.pdf' target='_blank'>Link</a>	10/13/00	65 FR 60879 60889	11	12	2	0	0	0	10	0	0	Mustela nigripes	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=60879&publication=FR' target='_blank'>FWS Link</a>	NA
Notice To Extend the Public Comment Period for the Technical Agency Draft Revised Recovery Plan for the Red-Cockaded Woodpecker(Picoides borealis)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=61355andpublication=FR.pdf' target='_blank'>Link</a>	10/17/00	65 FR 61355	2	2	0	0	0	0	2	0	0	Picoides borealis	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=61355&publication=FR' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Wildlife and Plants: Threatened Status for the Colorado Butterfly Plant (Gaura neomexicana ssp. coloradensis)From Southeastern Wyoming, Northcentral Colorado, and Extreme Western Nebraska"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=62302andpublication=FR.pdf' target='_blank'>Link</a>	10/18/00	65 FR 62302 62310	9	13	2	0	1	1	9	0	0	Gaura neomexicana var. coloradensis	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=62302&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Final Determination of Critical Habitat for the San Diego Fairy Shrimp (Branchinecta sandiegoensis); Final Rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=63438andpublication=FR.pdf' target='_blank'>Link</a>	10/23/00	65 FR 63438 63466	30	19	0	0	0	0	18	0	1	Branchinecta sandiegonensis	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=63438&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Final Determination of Critical Habitat for the Coastal California Gnatcatcher; Final Rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=63680andpublication=FR.pdf' target='_blank'>Link</a>	10/24/00	65 FR 63680 63743	65	29	0	0	0	0	28	1	0	Polioptila californica californica	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=63680&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; 90-Day Finding for a Petition To Delist the Woodland Caribou	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=65287andpublication=FR.pdf' target='_blank'>Link</a>	11/1/00	65 FR 65287 65288	2	1	0	0	0	0	1	0	0	Rangifer tarandus caribou	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=65287&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Species; Final Endangered Status for a Distinct Population Segment of Anadromous Atlantic Salmon (Salmo salar)in the Gulf of Maine	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=69459andpublication=FR.pdf' target='_blank'>Link</a>	11/17/00	65 FR 69459 69483	25	38	2	10	0	0	24	1	1	Salmo salar	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=69459&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants: Establishment of a Nonessential Experimental Population of Grizzly Bears in the Bitterroot Area of Idaho and Montana	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=69624andpublication=FR.pdf' target='_blank'>Link</a>	11/17/00	65 FR 69624 69643	21	37	12	4	4	0	17	0	0	Ursus arctos horribilis	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=69624&publication=FR' target='_blank'>FWS Link</a>	NA
